Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,51.240002,52.490002,50.820000,51.880001,50.034313,467300
2020-06-01,52.279999,52.490002,51.110001,52.320999,50.542675,2185900
2020-07-01,52.330002,52.639999,52.299999,52.548000,50.817352,2639600
2020-08-01,52.619999,52.860001,52.500000,52.590000,50.942345,575000
2020-09-01,52.509998,52.730000,52.439999,52.470001,50.875397,578200
2020-10-01,52.495998,52.650002,52.351002,52.500000,50.954937,685100
2020-11-01,52.549999,52.740002,52.410000,52.660000,51.158844,588500
2020-12-01,52.740002,52.900002,52.639999,52.880001,51.420418,706200
2021-01-01,52.799999,52.900002,52.570000,52.779999,51.366901,1005500
2021-02-01,52.650002,52.900002,52.330002,52.470001,51.107761,655500
2021-03-01,52.529999,52.540001,52.169998,52.272999,50.960297,1230900
2021-04-01,52.240002,52.459000,52.090000,52.375000,51.094872,833700
2021-05-01,52.349998,52.619999,52.279999,52.470001,51.226624,4567900
2021-06-01,52.480000,52.680000,52.119999,52.365002,51.149441,1496800
2021-07-01,52.450001,52.660000,52.314999,52.520000,51.336128,3265700
2021-08-01,52.520000,52.612999,51.810001,52.459999,51.277477,509000
2021-09-01,52.660000,52.660000,52.189999,52.250000,51.104404,412700
2021-10-01,52.270000,52.349998,51.610001,51.985001,50.880215,711700
2021-11-01,51.889999,52.160000,51.590000,51.779999,50.714687,539500
2021-12-01,51.730000,51.950001,51.580002,51.791000,50.764748,637700
2022-01-01,51.680000,51.790001,50.169998,51.230000,50.251713,875900
2022-02-01,51.500000,51.500000,50.459999,50.779999,49.847290,533800
2022-03-01,50.779999,51.029999,49.509998,49.770000,48.900291,850100
2022-04-01,49.599998,49.689999,49.060001,49.070000,48.253372,781900
2022-05-01,49.070000,49.400002,48.930000,49.289001,48.513912,543100
2022-06-01,49.279999,49.279999,48.119999,48.693001,47.974930,694200
2022-07-01,48.910000,49.340000,48.556999,49.240002,48.567863,737400
2022-08-01,49.389999,49.389999,48.520000,48.520000,47.919334,567500
2022-09-01,48.459999,48.639000,47.470001,47.596001,47.077240,404800
2022-10-01,47.700001,47.930000,46.970001,47.293999,46.850513,635700
2022-11-01,47.360001,48.230000,46.880001,48.029999,47.666061,2498700
2022-12-01,48.150002,48.405998,47.840000,47.970001,47.691994,1453600
2023-01-01,48.099998,48.820000,47.980000,48.549999,48.394295,2686000
2023-02-01,48.580002,48.830002,48.000000,48.060001,48.060001,468700
2023-02-23,48.040001,48.090000,48.029999,48.060001,48.060001,11862
