,shortName,2014-11-01 00:00:00+00:00,2014-12-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2015-02-01 00:00:00+00:00,2015-03-01 00:00:00+00:00,2015-04-01 00:00:00+00:00,2015-05-01 00:00:00+00:00,2015-06-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2015-08-01 00:00:00+00:00,2015-09-01 00:00:00+00:00,2015-10-01 00:00:00+00:00,2015-11-01 00:00:00+00:00,2015-12-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2016-02-01 00:00:00+00:00,2016-03-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,2016-05-01 00:00:00+00:00,2016-06-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2016-08-01 00:00:00+00:00,2016-09-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,2016-11-01 00:00:00+00:00,2016-12-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2017-02-01 00:00:00+00:00,2017-03-01 00:00:00+00:00,2017-04-01 00:00:00+00:00,2017-05-01 00:00:00+00:00,2017-06-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2017-08-01 00:00:00+00:00,2017-09-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,2017-11-01 00:00:00+00:00,2017-12-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2018-08-01 00:00:00+00:00,2018-09-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,2018-11-01 00:00:00+00:00,2018-12-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2019-02-01 00:00:00+00:00,2019-03-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,2019-05-01 00:00:00+00:00,2019-06-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2019-08-01 00:00:00+00:00,2019-09-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,2019-11-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,2020-03-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,2020-05-01 00:00:00+00:00,2020-06-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2020-08-01 00:00:00+00:00,2020-09-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-12-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2021-02-01 00:00:00+00:00,2021-03-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,2021-05-01 00:00:00+00:00,2021-06-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2021-08-01 00:00:00+00:00,2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,2023-03-07 00:00:00+00:00
0,,,-0.15303389354919228,-0.32083459301317074,0.16921879119020078,-0.03948274599751067,-0.033080265589301217,-0.02521756430715716,0.14284716180825696,0.08202318631636807,-0.19179341405669803,0.026097984008702113,0.33087345741177954,0.2010244020379246,0.14111583942323125,-0.1435316449945243,0.1869201772263378,-0.0479052575029868,0.07580223349397341,0.1852881089554299,0.26713348191662334,-0.07226091336683538,-0.07877467543494365,0.05953895478755822,0.14963386012549873,0.06379569384552086,0.2924160384029304,0.0069105916320904015,0.21595868139061847,-0.09168024129983776,0.2576064019287243,0.6962881891411046,0.08503732193929925,0.15901871383230914,0.6357682892979797,-0.07753559989298775,0.49085787263504255,0.5820913616777115,0.3833256069209823,-0.2779873889308847,0.01729762824029568,-0.3293328919130871,0.3250893147910252,-0.18899090635565918,-0.14546906905498158,0.2149344068404513,-0.09547787385747553,-0.058545695389234265,-0.046479119136965674,-0.3641157587086258,-0.0683469654808112,-0.07612356891843053,0.11481101020191953,0.06501500614248945,0.3033373026312973,0.6024930171574245,0.26154910600902714,-0.067626591766352,-0.045110118116522324,-0.13880620170759905,0.10920318227380199,-0.1771770232076748,-0.0496762414464359,0.29984019674608997,-0.08031850219040493,-0.25127763815543147,0.34477896223547644,0.09268347920493625,-0.034146858566219795,0.23916341296986676,0.03155866679660524,-0.07673511599209437,0.27785306210931693,0.4241232777902142,0.477731740726012,0.14180671257315614,0.36308750593940786,0.30531110958991947,-0.019835020649767054,-0.3535455959448175,-0.06139416614323989,0.18793385485283132,0.1331010952575873,-0.07157155076344934,0.4002672858735883,-0.07034580264960633,-0.18768354629620299,-0.16894668246945244,0.1223941500332939,0.05430112933630005,-0.17180562778839858,-0.15703524015723236,-0.37768830820493093,0.17954101668545608,-0.14085561097213029,-0.030822039575552185,0.05475483351418764,-0.16233625149087516,-0.03617484988577191,0.398355562196792,0.00034877106732977836,-0.031001198588020307,-0.007012255969939485
